Date,ProductID,WarehouseID,OnHand,Reserved,Available,MinimumStock,TargetStock,ReorderQuantity,IssuesLast30Days,UnitCost,StockStatus
2017-12-31,P262,1,152,11,141,45,185,0,151,7123.66,Normal
2017-12-31,P262,2,113,14,99,50,190,0,0,7123.66,Normal
2017-12-31,P262,4,21,8,13,15,155,142,144,7123.66,Bajo minimo
2017-12-31,P263,3,63,1,62,26,82,0,59,7123.66,Normal
2017-12-31,P263,4,27,2,25,10,38,0,27,7123.66,Normal
2017-12-31,P263,9,0,0,0,35,175,175,0,7123.66,Sin stock
2017-12-31,P264,1,19,0,19,9,37,0,34,7123.66,Normal
2017-12-31,P264,3,51,2,49,20,76,0,55,7123.66,Normal
2017-12-31,P264,6,0,0,0,12,124,124,105,7123.66,Sin stock
2017-12-31,P265,1,9,0,9,30,114,105,114,7123.66,Bajo minimo
2017-12-31,P265,2,0,0,0,8,36,36,0,7123.66,Sin stock
2017-12-31,P265,6,50,5,45,16,72,0,50,7123.66,Normal
2017-12-31,P266,4,48,16,32,84,252,220,179,7123.66,Bajo minimo
2017-12-31,P266,5,15,1,14,7,35,0,43,7123.66,Normal
2017-12-31,P266,8,75,2,73,9,93,0,87,7123.66,Normal
2017-12-31,P267,4,88,11,77,40,180,0,151,7123.66,Normal
2017-12-31,P267,5,195,11,184,60,228,0,188,7123.66,Normal
2017-12-31,P267,9,47,1,46,14,70,0,61,7123.66,Normal
2017-12-31,P268,2,0,0,0,10,38,38,0,7123.66,Sin stock
2017-12-31,P268,7,156,9,147,45,185,0,138,7123.66,Normal
2017-12-31,P268,9,0,0,0,36,204,204,174,7123.66,Sin stock
2017-12-31,P269,3,24,6,18,14,70,0,51,7123.66,Normal
2017-12-31,P269,4,5,2,3,6,34,31,25,7123.66,Bajo minimo
2017-12-31,P269,8,120,9,111,50,190,0,169,7123.66,Normal
2017-12-31,P270,4,12,4,8,12,96,88,74,7123.66,Bajo minimo
2017-12-31,P270,7,78,12,66,65,205,0,156,7123.66,Normal
2017-12-31,P270,9,47,4,43,6,62,0,48,7123.66,Normal
2017-12-31,P271,3,0,0,0,11,39,39,0,7123.66,Sin stock
2017-12-31,P271,8,18,7,11,54,222,211,176,7123.66,Bajo minimo
2017-12-31,P271,9,19,4,15,30,170,155,164,7123.66,Bajo minimo
2017-12-31,P272,2,70,5,65,15,99,0,82,7123.66,Normal
2017-12-31,P272,6,0,0,0,18,186,186,124,7123.66,Sin stock
2017-12-31,P272,8,14,2,12,22,78,66,56,7123.66,Bajo minimo
2017-12-31,P273,1,0,0,0,35,175,175,0,74.41,Sin stock
2017-12-31,P273,6,0,0,0,3,31,31,0,74.41,Sin stock
2017-12-31,P273,7,0,0,0,28,84,84,0,74.41,Sin stock
2017-12-31,P274,2,47,8,39,54,222,183,192,106.89,Bajo minimo
2017-12-31,P274,6,164,7,157,48,216,0,175,106.89,Normal
2017-12-31,P274,8,0,0,0,35,175,175,0,106.89,Sin stock
2017-12-31,P275,4,61,6,55,55,195,0,146,45.18,Normal
2017-12-31,P275,8,15,3,12,10,38,0,33,45.18,Normal
2017-12-31,P275,9,13,3,10,12,40,30,29,45.18,Bajo minimo
2017-12-31,P276,6,95,9,86,54,222,0,193,12.63,Normal
2017-12-31,P276,7,0,0,0,33,117,117,0,12.63,Sin stock
2017-12-31,P276,9,99,5,94,39,123,0,109,12.63,Normal
2017-12-31,P277,1,122,7,115,54,222,0,199,55.41,Normal
2017-12-31,P277,6,29,14,15,42,210,195,197,55.41,Bajo minimo
2017-12-31,P277,8,81,10,71,70,210,0,136,55.41,Normal
2017-12-31,P278,5,35,8,27,42,126,99,98,79.21,Bajo minimo
2017-12-31,P278,7,3,1,2,11,39,37,25,79.21,Bajo minimo
2017-12-31,P278,9,29,4,25,25,165,0,150,79.21,Normal
2017-12-31,P279,3,12,3,9,12,40,31,30,34.4,Bajo minimo
2017-12-31,P279,5,25,3,22,12,40,0,39,34.4,Normal
2017-12-31,P279,6,21,1,20,12,40,0,36,34.4,Normal
2017-12-31,P280,1,12,1,11,16,72,61,51,313.96,Bajo minimo
2017-12-31,P280,5,89,1,88,50,190,0,146,313.96,Normal
2017-12-31,P280,6,0,0,0,22,78,78,0,313.96,Sin stock
2017-12-31,P281,1,0,0,0,60,200,200,0,121.92,Sin stock
2017-12-31,P281,5,98,6,92,15,99,0,0,121.92,Normal
2017-12-31,P281,7,125,13,112,20,160,0,0,121.92,Normal
2017-12-31,P282,2,0,0,0,24,80,80,0,15.23,Sin stock
2017-12-31,P282,5,92,14,78,20,160,0,145,15.23,Normal
2017-12-31,P282,7,5,0,5,11,39,34,34,15.23,Bajo minimo
2017-12-31,P283,1,31,0,31,13,41,0,34,58.01,Normal
2017-12-31,P283,3,9,8,1,16,128,127,119,58.01,Bajo minimo
2017-12-31,P283,5,0,0,0,28,84,84,0,58.01,Sin stock
2017-12-31,P284,1,143,4,139,52,164,0,111,85.87,Normal
2017-12-31,P284,4,0,0,0,3,31,31,0,85.87,Sin stock
2017-12-31,P284,7,149,4,145,56,168,0,103,85.87,Normal
2017-12-31,P285,7,23,5,18,33,117,99,97,102.62,Bajo minimo
2017-12-31,P285,8,107,6,101,20,160,0,154,102.62,Normal
2017-12-31,P285,9,87,9,78,12,124,0,132,102.62,Normal
2017-12-31,P286,2,112,0,112,36,204,0,176,45.93,Normal
2017-12-31,P286,3,105,0,105,20,132,0,143,45.93,Normal
2017-12-31,P286,8,0,0,0,6,34,34,0,45.93,Sin stock
2017-12-31,P287,4,15,3,12,12,40,0,28,760,Normal
2017-12-31,P287,8,78,7,71,24,192,0,163,760,Normal
2017-12-31,P287,9,0,0,0,24,192,192,0,760,Sin stock
2017-12-31,P288,4,0,0,0,9,93,93,0,1365,Sin stock
2017-12-31,P288,6,134,2,132,44,156,0,111,1365,Normal
2017-12-31,P288,7,76,13,63,60,228,0,172,1365,Normal
2017-12-31,P289,3,60,5,55,22,78,0,60,2980,Normal
2017-12-31,P289,5,27,0,27,3,31,0,29,2980,Normal
2017-12-31,P289,7,82,12,70,24,136,0,142,2980,Normal
2017-12-31,P290,1,11,9,2,9,93,91,91,5790,Bajo minimo
2017-12-31,P290,3,165,2,163,25,165,0,0,5790,Normal
2017-12-31,P290,6,0,0,0,39,123,123,0,5790,Sin stock
2017-12-31,P291,2,30,2,28,24,108,0,101,299,Normal
2017-12-31,P291,6,43,1,42,36,120,0,109,299,Normal
2017-12-31,P291,8,5,3,2,12,124,122,135,299,Bajo minimo
2017-12-31,P292,4,67,9,58,9,93,0,88,1565,Normal
2017-12-31,P292,8,17,4,13,14,70,57,61,1565,Bajo minimo
2017-12-31,P292,9,26,0,26,15,99,0,100,1565,Normal
2017-12-31,P293,1,0,0,0,30,198,198,177,2425,Sin stock
2017-12-31,P293,5,20,3,17,32,144,127,132,2425,Bajo minimo
2017-12-31,P293,6,175,1,174,70,210,0,151,2425,Normal
2017-12-31,P294,5,73,10,63,78,246,183,184,465,Bajo minimo
2017-12-31,P294,7,57,0,57,30,114,0,109,465,Normal
2017-12-31,P294,9,6,2,4,11,39,35,28,465,Bajo minimo
2017-12-31,P295,2,67,2,65,28,140,0,144,1165,Normal
2017-12-31,P295,3,0,0,0,26,82,82,0,1165,Sin stock
2017-12-31,P295,6,69,17,52,36,204,0,203,1165,Normal
2017-12-31,P296,5,56,3,53,20,132,0,116,2756,Normal
2017-12-31,P296,7,75,12,63,42,210,0,174,2756,Normal
2017-12-31,P296,8,25,0,25,5,33,0,0,2756,Normal
2017-12-31,P297,4,30,6,24,8,64,0,58,1850,Normal
2017-12-31,P297,5,68,11,57,32,144,0,121,1850,Normal
2017-12-31,P297,9,142,6,136,56,168,0,114,1850,Normal
2017-12-31,P298,2,9,1,8,12,124,116,118,925,Bajo minimo
2017-12-31,P298,3,9,1,8,8,64,0,71,925,Normal
2017-12-31,P298,7,9,3,6,4,32,0,28,925,Normal
2017-12-31,P299,3,130,8,122,48,160,0,113,13250,Normal
2017-12-31,P299,7,74,3,71,18,102,0,87,13250,Normal
2017-12-31,P299,9,133,3,130,52,164,0,125,13250,Normal
2017-12-31,P300,7,65,5,60,20,76,0,61,1829,Normal
2017-12-31,P300,8,32,8,24,48,160,136,103,1829,Bajo minimo
2017-12-31,P300,9,13,12,1,30,170,169,138,1829,Bajo minimo
2017-12-31,P301,2,0,0,0,12,68,68,0,585,Sin stock
2017-12-31,P301,5,157,4,153,42,210,0,185,585,Normal
2017-12-31,P301,7,66,2,64,33,117,0,111,585,Normal
2017-12-31,P302,4,11,5,6,24,108,102,105,799,Bajo minimo
2017-12-31,P302,5,0,0,0,24,136,136,151,799,Sin stock
2017-12-31,P302,9,22,0,22,30,114,92,99,799,Bajo minimo
2017-12-31,P303,3,34,1,33,8,64,0,62,2399,Normal
2017-12-31,P303,4,96,9,87,48,160,0,105,2399,Normal
2017-12-31,P303,5,2,2,0,9,37,37,30,2399,Sin stock
2017-12-31,P304,2,11,3,8,12,40,32,31,4150,Bajo minimo
2017-12-31,P304,3,28,0,28,18,186,0,167,4150,Normal
2017-12-31,P304,9,94,6,88,44,156,0,142,4150,Normal
2017-12-31,P305,5,8,4,4,12,124,120,122,485,Bajo minimo
2017-12-31,P305,6,23,3,20,9,37,0,34,485,Normal
2017-12-31,P305,8,18,5,13,22,78,65,76,485,Bajo minimo
2017-12-31,P306,1,18,3,15,15,99,0,83,12578,Normal
2017-12-31,P306,2,0,0,0,18,74,74,0,12578,Sin stock
2017-12-31,P306,6,33,1,32,15,155,0,166,12578,Normal
2017-12-31,P307,1,106,10,96,36,148,0,0,75410,Normal
2017-12-31,P307,5,18,0,18,10,38,0,32,75410,Normal
2017-12-31,P307,6,25,0,25,14,42,0,30,75410,Normal
2017-12-31,P308,5,0,0,0,20,76,76,0,3250,Sin stock
2017-12-31,P308,7,167,13,154,60,200,0,161,3250,Normal
2017-12-31,P308,9,0,0,0,72,240,240,0,3250,Sin stock
2017-12-31,P309,3,0,0,0,72,240,240,0,4210,Sin stock
2017-12-31,P309,5,0,0,0,40,152,152,0,4210,Sin stock
2017-12-31,P309,7,0,0,0,6,62,62,66,4210,Sin stock
2017-12-31,P310,3,36,14,22,20,160,0,136,4254,Normal
2017-12-31,P310,7,118,12,106,25,165,0,135,4254,Normal
2017-12-31,P310,8,38,3,35,10,66,0,53,4254,Normal
2017-12-31,P311,2,64,4,60,28,84,0,0,4154,Normal
2017-12-31,P311,3,40,5,35,26,82,0,53,4154,Normal
2017-12-31,P311,9,43,6,37,20,76,0,55,4154,Normal
2017-12-31,P312,2,14,2,12,8,36,0,32,4250,Normal
2017-12-31,P312,3,75,15,60,30,198,0,163,4250,Normal
2017-12-31,P312,4,29,1,28,9,37,0,32,4250,Normal
2017-12-31,P313,3,82,2,80,36,120,0,97,2300,Normal
2017-12-31,P313,4,117,8,109,48,216,0,233,2300,Normal
2017-12-31,P313,6,31,4,27,15,99,0,99,2300,Normal
2017-12-31,P314,5,26,0,26,14,42,0,35,330,Normal
2017-12-31,P314,6,0,0,0,45,185,185,0,330,Sin stock
2017-12-31,P314,9,0,0,0,22,78,78,0,330,Sin stock
2017-12-31,P315,1,59,7,52,33,117,0,104,3800,Normal
2017-12-31,P315,8,37,7,30,20,160,0,123,3800,Normal
2017-12-31,P315,9,144,13,131,30,198,0,209,3800,Normal
2017-12-31,P316,3,34,0,34,10,66,0,0,2550,Normal
2017-12-31,P316,5,0,0,0,72,240,240,0,2550,Sin stock
2017-12-31,P316,7,116,14,102,50,190,0,142,2550,Normal
2017-12-31,P317,2,53,0,53,28,84,0,51,3400,Normal
2017-12-31,P317,5,223,15,208,60,228,0,164,3400,Normal
2017-12-31,P317,7,94,8,86,35,175,0,179,3400,Normal
2017-12-31,P318,5,83,1,82,39,123,0,84,498,Normal
2017-12-31,P318,6,35,3,32,18,74,0,62,498,Normal
2017-12-31,P318,9,43,7,36,20,160,0,160,498,Normal
2017-12-31,P319,4,131,11,120,30,170,0,166,3100,Normal
2017-12-31,P319,5,19,0,19,7,35,0,27,3100,Normal
2017-12-31,P319,6,0,0,0,30,170,170,0,3100,Sin stock
2017-12-31,P320,1,49,6,43,15,155,0,156,5000,Normal
2017-12-31,P320,7,6,2,4,6,34,30,29,5000,Bajo minimo
2017-12-31,P320,9,54,6,48,10,66,0,63,5000,Normal
2017-12-31,P321,2,25,2,23,12,40,0,28,2101.59,Normal
2017-12-31,P321,8,43,4,39,30,198,0,167,2101.59,Normal
2017-12-31,P321,9,37,0,37,12,96,0,74,2101.59,Normal
2017-12-31,P322,4,47,6,41,28,84,0,58,1780.35,Normal
2017-12-31,P322,6,0,0,0,18,74,74,0,1780.35,Sin stock
2017-12-31,P322,8,35,11,24,25,165,141,114,1780.35,Bajo minimo
2017-12-31,P323,5,35,4,31,15,155,0,151,1793.53,Normal
2017-12-31,P323,6,5,1,4,36,148,144,129,1793.53,Bajo minimo
2017-12-31,P323,9,116,8,108,24,192,0,179,1793.53,Normal
2017-12-31,P324,3,0,0,0,27,111,111,0,1940.18,Sin stock
2017-12-31,P324,8,137,7,130,56,168,0,102,1940.18,Normal
2017-12-31,P324,9,45,4,41,15,155,0,155,1940.18,Normal
2017-12-31,P325,4,123,3,120,30,198,0,163,1888.33,Normal
2017-12-31,P325,8,82,1,81,55,195,0,154,1888.33,Normal
2017-12-31,P325,9,53,1,52,26,82,0,61,1888.33,Normal
2017-12-31,P326,3,36,0,36,16,72,0,73,1781.47,Normal
2017-12-31,P326,5,79,4,75,20,132,0,103,1781.47,Normal
2017-12-31,P326,7,66,12,54,48,160,0,126,1781.47,Normal
2017-12-31,P327,2,0,0,0,25,165,165,133,1723.83,Sin stock
2017-12-31,P327,7,56,3,53,24,136,0,117,1723.83,Normal
2017-12-31,P327,9,1,1,0,3,31,31,18,1723.83,Sin stock
2017-12-31,P328,1,141,0,141,25,165,0,139,1504.08,Normal
2017-12-31,P328,4,3,1,2,6,62,60,51,1504.08,Bajo minimo
2017-12-31,P328,5,136,5,131,20,160,0,128,1504.08,Normal
2017-12-31,P329,3,110,12,98,24,136,0,97,1499.26,Normal
2017-12-31,P329,4,29,8,21,36,148,127,132,1499.26,Bajo minimo
2017-12-31,P329,8,25,1,24,6,34,0,0,1499.26,Normal
2017-12-31,P330,2,87,2,85,24,108,0,86,1540.35,Normal
2017-12-31,P330,3,158,8,150,60,200,0,167,1540.35,Normal
2017-12-31,P330,8,0,0,0,32,144,144,0,1540.35,Sin stock
2017-12-31,P331,6,0,0,0,27,111,111,0,1671.95,Sin stock
2017-12-31,P331,7,132,1,131,48,160,0,135,1671.95,Normal
2017-12-31,P331,8,42,5,37,10,66,0,60,1671.95,Normal
2017-12-31,P332,1,124,4,120,44,156,0,134,1706.95,Normal
2017-12-31,P332,4,37,10,27,56,168,141,137,1706.95,Bajo minimo
2017-12-31,P332,5,154,13,141,45,185,0,143,1706.95,Normal
2017-12-31,P333,5,93,4,89,36,148,0,110,1323.12,Normal
2017-12-31,P333,8,21,0,21,24,80,59,66,1323.12,Bajo minimo
2017-12-31,P333,9,35,2,33,12,40,0,26,1323.12,Normal
2017-12-31,P334,3,29,3,26,24,80,0,56,1369.83,Normal
2017-12-31,P334,4,37,4,33,25,165,0,142,1369.83,Normal
2017-12-31,P334,8,26,0,26,13,41,0,24,1369.83,Normal
2017-12-31,P335,4,17,3,14,14,42,0,34,1496.43,Normal
2017-12-31,P335,8,41,6,35,20,76,0,53,1496.43,Normal
2017-12-31,P335,9,167,18,149,54,222,0,165,1496.43,Normal
2017-12-31,P336,4,7,7,0,35,175,175,145,1535.62,Sin stock
2017-12-31,P336,5,27,13,14,24,192,178,186,1535.62,Bajo minimo
2017-12-31,P336,7,0,0,0,24,80,80,0,1535.62,Sin stock
2017-12-31,P337,3,119,6,113,20,160,0,152,1519.85,Normal
2017-12-31,P337,4,0,0,0,9,93,93,101,1519.85,Sin stock
2017-12-31,P337,9,139,3,136,30,170,0,145,1519.85,Normal
2017-12-31,P338,3,50,7,43,55,195,152,155,1225.59,Bajo minimo
2017-12-31,P338,6,0,0,0,6,34,34,29,1225.59,Sin stock
2017-12-31,P338,8,144,5,139,60,200,0,117,1225.59,Normal
2017-12-31,P339,3,0,0,0,8,64,64,53,1479.56,Sin stock
2017-12-31,P339,6,0,0,0,25,165,165,144,1479.56,Sin stock
2017-12-31,P339,9,99,8,91,60,228,0,138,1479.56,Normal
2017-12-31,P340,3,0,0,0,5,33,33,0,1453.94,Sin stock
2017-12-31,P340,8,43,5,38,42,126,88,90,1453.94,Bajo minimo
2017-12-31,P340,9,155,8,147,50,190,0,141,1453.94,Normal
2017-12-31,P341,3,0,0,0,12,68,68,71,7123.66,Sin stock
2017-12-31,P341,7,8,5,3,25,165,162,135,7123.66,Bajo minimo
2017-12-31,P341,8,29,0,29,16,128,0,0,7123.66,Normal
2017-12-31,P342,5,68,8,60,28,140,0,117,7123.66,Normal
2017-12-31,P342,8,5,3,2,5,33,31,38,7123.66,Bajo minimo
2017-12-31,P342,9,162,0,162,72,240,0,183,7123.66,Normal
2017-12-31,P343,1,0,0,0,3,31,31,0,7123.66,Sin stock
2017-12-31,P343,2,128,5,123,52,164,0,113,7123.66,Normal
2017-12-31,P343,8,15,1,14,4,32,0,35,7123.66,Normal
2017-12-31,P344,2,0,0,0,35,175,175,0,7123.66,Sin stock
2017-12-31,P344,5,134,2,132,70,210,0,157,7123.66,Normal
2017-12-31,P344,7,127,9,118,70,210,0,154,7123.66,Normal
2017-12-31,P345,4,26,4,22,45,185,163,167,7123.66,Bajo minimo
2017-12-31,P345,6,0,0,0,24,192,192,165,7123.66,Sin stock
2017-12-31,P345,7,73,7,66,78,246,180,187,7123.66,Bajo minimo
2017-12-31,P346,3,104,10,94,66,234,0,188,7123.66,Normal
2017-12-31,P346,6,0,0,0,9,37,37,33,7123.66,Sin stock
2017-12-31,P346,9,60,1,59,55,195,0,147,7123.66,Normal
2017-12-31,P347,1,56,2,54,24,80,0,46,7123.66,Normal
2017-12-31,P347,2,26,3,23,14,42,0,30,7123.66,Normal
2017-12-31,P347,7,60,5,55,24,136,0,123,7123.66,Normal
2017-12-31,P348,1,7,2,5,4,32,0,0,7123.66,Normal
2017-12-31,P348,4,20,2,18,8,36,0,35,7123.66,Normal
2017-12-31,P348,5,113,10,103,36,148,0,121,7123.66,Normal
2017-12-31,P349,2,33,2,31,18,74,0,45,7123.66,Normal
2017-12-31,P349,3,23,3,20,3,31,0,34,7123.66,Normal
2017-12-31,P349,7,58,12,46,56,168,122,119,7123.66,Bajo minimo
2017-12-31,P350,1,140,11,129,50,190,0,147,7123.66,Normal
2017-12-31,P350,6,0,0,0,20,132,132,0,7123.66,Sin stock
2017-12-31,P350,9,61,1,60,28,140,0,125,7123.66,Normal
2017-12-31,P351,1,0,0,0,20,160,160,177,7123.66,Sin stock
2017-12-31,P351,4,87,0,87,30,114,0,100,7123.66,Normal
2017-12-31,P351,7,40,3,37,42,126,89,93,7123.66,Bajo minimo
2017-12-31,P352,2,0,0,0,8,64,64,52,7123.66,Sin stock
2017-12-31,P352,3,69,6,63,48,216,0,205,7123.66,Normal
2017-12-31,P352,8,9,0,9,11,39,30,34,7123.66,Bajo minimo
2017-12-31,P353,1,43,1,42,18,74,0,64,7123.66,Normal
2017-12-31,P353,4,112,1,111,18,186,0,183,7123.66,Normal
2017-12-31,P353,9,33,8,25,21,105,0,104,7123.66,Normal
2017-12-31,P354,1,0,0,0,16,72,72,0,7123.66,Sin stock
2017-12-31,P354,3,46,5,41,20,76,0,71,7123.66,Normal
2017-12-31,P354,8,0,0,0,6,62,62,0,7123.66,Sin stock
2017-12-31,P355,2,49,13,36,60,200,164,126,7123.66,Bajo minimo
2017-12-31,P355,7,0,0,0,48,216,216,0,7123.66,Sin stock
2017-12-31,P355,8,94,9,85,24,136,0,135,7123.66,Normal
2017-12-31,P356,2,0,0,0,20,76,76,0,7123.66,Sin stock
2017-12-31,P356,6,0,0,0,36,204,204,163,7123.66,Sin stock
2017-12-31,P356,7,112,10,102,56,168,0,121,7123.66,Normal
2017-12-31,P357,3,14,1,13,3,31,0,24,7123.66,Normal
2017-12-31,P357,7,217,1,216,84,252,0,0,7123.66,Normal
2017-12-31,P357,9,46,3,43,6,62,0,50,7123.66,Normal
2017-12-31,P358,1,64,1,63,15,99,0,0,7123.66,Normal
2017-12-31,P358,4,21,14,7,18,186,179,165,7123.66,Bajo minimo
2017-12-31,P358,8,58,1,57,18,74,0,66,7123.66,Normal
2017-12-31,P359,2,19,3,16,4,32,0,21,7123.66,Normal
2017-12-31,P359,4,0,0,0,42,126,126,0,7123.66,Sin stock
2017-12-31,P359,5,64,16,48,36,204,0,196,7123.66,Normal
2017-12-31,P360,2,30,8,22,42,210,188,202,7123.66,Bajo minimo
2017-12-31,P360,6,51,0,51,9,93,0,99,7123.66,Normal
2017-12-31,P360,9,0,0,0,13,41,41,0,7123.66,Sin stock
2017-12-31,P361,6,12,3,9,42,210,201,200,255.86,Bajo minimo
2017-12-31,P361,7,40,3,37,10,66,0,57,255.86,Normal
2017-12-31,P361,9,39,3,36,14,42,0,30,255.86,Normal
2017-12-31,P362,1,65,7,58,27,111,0,115,252.57,Normal
2017-12-31,P362,5,62,14,48,15,155,0,158,252.57,Normal
2017-12-31,P362,6,77,6,71,33,117,0,106,252.57,Normal
2017-12-31,P363,3,48,7,41,12,96,0,0,274.56,Normal
2017-12-31,P363,4,0,0,0,60,200,200,0,274.56,Sin stock
2017-12-31,P363,6,28,6,22,16,128,0,137,274.56,Normal
2017-12-31,P364,1,24,1,23,16,72,0,0,217.83,Normal
2017-12-31,P364,7,122,12,110,42,210,0,182,217.83,Normal
2017-12-31,P364,9,17,3,14,8,64,0,67,217.83,Normal
2017-12-31,P365,4,139,10,129,66,234,0,199,225.47,Normal
2017-12-31,P365,7,0,0,0,30,198,198,0,225.47,Sin stock
2017-12-31,P365,9,29,3,26,10,38,0,35,225.47,Normal
2017-12-31,P366,2,0,0,0,39,123,123,0,245.4,Sin stock
2017-12-31,P366,3,103,12,91,12,124,0,109,245.4,Normal
2017-12-31,P366,7,0,0,0,72,240,240,0,245.4,Sin stock
2017-12-31,P367,2,75,8,67,39,123,0,82,231.58,Normal
2017-12-31,P367,3,47,2,45,22,78,0,53,231.58,Normal
2017-12-31,P367,4,80,9,71,55,195,0,176,231.58,Normal
2017-12-31,P368,3,46,3,43,26,82,0,52,262.4,Normal
2017-12-31,P368,6,6,2,4,24,80,76,65,262.4,Bajo minimo
2017-12-31,P368,7,94,2,92,33,117,0,90,262.4,Normal
2017-12-31,P369,2,12,6,6,10,66,60,54,266.15,Bajo minimo
2017-12-31,P369,3,98,6,92,45,185,0,133,266.15,Normal
2017-12-31,P369,9,30,3,27,12,124,0,94,266.15,Normal
2017-12-31,P370,1,93,6,87,24,108,0,0,252.31,Normal
2017-12-31,P370,3,12,3,9,15,155,146,143,252.31,Bajo minimo
2017-12-31,P370,7,200,12,188,60,228,0,147,252.31,Normal
2017-12-31,P371,3,0,0,0,12,40,40,0,239.95,Sin stock
2017-12-31,P371,6,71,15,56,30,198,0,180,239.95,Normal
2017-12-31,P371,9,102,5,97,35,175,0,156,239.95,Normal
2017-12-31,P372,1,2,1,1,4,32,31,26,219.69,Bajo minimo
2017-12-31,P372,3,5,1,4,6,34,30,33,219.69,Bajo minimo
2017-12-31,P372,4,0,0,0,20,160,160,175,219.69,Sin stock
2017-12-31,P373,1,63,5,58,55,195,0,110,258.1,Normal
2017-12-31,P373,3,16,3,13,14,42,29,22,258.1,Bajo minimo
2017-12-31,P373,8,17,9,8,45,185,177,148,258.1,Bajo minimo
2017-12-31,P374,3,16,8,8,18,186,178,191,234.26,Bajo minimo
2017-12-31,P374,4,61,0,61,14,70,0,52,234.26,Normal
2017-12-31,P374,5,117,4,113,48,216,0,190,234.26,Normal
2017-12-31,P375,1,11,1,10,14,42,32,25,240.62,Bajo minimo
2017-12-31,P375,6,1,1,0,8,64,64,45,240.62,Sin stock
2017-12-31,P375,8,105,5,100,39,123,0,97,240.62,Normal
2017-12-31,P376,2,0,0,0,66,234,234,0,212.69,Sin stock
2017-12-31,P376,4,23,2,21,9,37,0,31,212.69,Normal
2017-12-31,P376,7,67,3,64,84,252,188,199,212.69,Bajo minimo
2017-12-31,P377,1,23,3,20,14,42,0,34,214.36,Normal
2017-12-31,P377,3,19,8,11,24,108,97,78,214.36,Bajo minimo
2017-12-31,P377,9,69,3,66,20,76,0,0,214.36,Normal
2017-12-31,P378,2,33,0,33,24,80,0,52,223.92,Normal
2017-12-31,P378,4,4,2,2,3,31,29,27,223.92,Bajo minimo
2017-12-31,P378,6,128,7,121,78,246,0,189,223.92,Normal
2017-12-31,P379,5,0,0,0,45,185,185,0,207.08,Sin stock
2017-12-31,P379,6,37,5,32,10,66,0,62,207.08,Normal
2017-12-31,P379,9,154,14,140,50,190,0,145,207.08,Normal
2017-12-31,P380,4,78,0,78,39,123,0,83,227.48,Normal
2017-12-31,P380,6,38,9,29,20,132,0,100,227.48,Normal
2017-12-31,P380,7,23,1,22,5,33,0,33,227.48,Normal
2017-12-31,P381,3,47,18,29,36,204,175,178,2313.07,Bajo minimo
2017-12-31,P381,4,11,5,6,30,170,164,141,2313.07,Bajo minimo
2017-12-31,P381,7,103,7,96,16,128,0,101,2313.07,Normal
2017-12-31,P382,5,24,0,24,26,82,58,58,2128.67,Bajo minimo
2017-12-31,P382,6,28,2,26,30,114,88,91,2128.67,Bajo minimo
2017-12-31,P382,8,0,0,0,36,204,204,0,2128.67,Sin stock
2017-12-31,P383,4,9,2,7,12,40,33,34,1740.31,Bajo minimo
2017-12-31,P383,6,174,5,169,42,210,0,177,1740.31,Normal
2017-12-31,P383,9,24,6,18,10,66,0,61,1740.31,Normal
2017-12-31,P384,2,51,6,45,10,66,0,63,1602.21,Normal
2017-12-31,P384,5,0,0,0,21,105,105,0,1602.21,Sin stock
2017-12-31,P384,9,105,0,105,16,128,0,107,1602.21,Normal
2017-12-31,P385,1,91,3,88,20,132,0,0,1715.91,Normal
2017-12-31,P385,8,49,2,47,12,68,0,74,1715.91,Normal
2017-12-31,P385,9,18,3,15,12,40,0,26,1715.91,Normal
2017-12-31,P386,1,8,2,6,14,42,36,28,1328.03,Bajo minimo
2017-12-31,P386,6,37,6,31,6,62,0,49,1328.03,Normal
2017-12-31,P386,9,0,0,0,15,155,155,155,1328.03,Sin stock
2017-12-31,P387,2,98,2,96,18,186,0,181,1268.42,Normal
2017-12-31,P387,6,91,1,90,35,175,0,158,1268.42,Normal
2017-12-31,P387,9,4,2,2,14,70,68,57,1268.42,Bajo minimo
2017-12-31,P388,5,76,8,68,56,168,0,129,1237.04,Normal
2017-12-31,P388,7,47,6,41,42,210,169,164,1237.04,Bajo minimo
2017-12-31,P388,8,40,2,38,13,41,0,0,1237.04,Normal
2017-12-31,P389,1,58,3,55,39,123,0,88,1343.84,Normal
2017-12-31,P389,5,0,0,0,40,180,180,0,1343.84,Sin stock
2017-12-31,P389,6,140,9,131,40,180,0,161,1343.84,Normal
2017-12-31,P390,1,11,4,7,30,114,107,73,1129.39,Bajo minimo
2017-12-31,P390,3,61,2,59,16,72,0,52,1129.39,Normal
2017-12-31,P390,5,96,0,96,36,120,0,94,1129.39,Normal
2017-12-31,P391,6,28,0,28,8,36,0,34,936.42,Normal
2017-12-31,P391,7,137,0,137,24,192,0,174,936.42,Normal
2017-12-31,P391,9,35,0,35,14,42,0,26,936.42,Normal
2017-12-31,P392,3,30,3,27,44,156,129,112,706.99,Bajo minimo
2017-12-31,P392,4,103,11,92,12,124,0,120,706.99,Normal
2017-12-31,P392,8,56,1,55,10,66,0,65,706.99,Normal
2017-12-31,P393,1,81,11,70,54,222,0,195,760.59,Normal
